system:index,AREASYMBOL,Fail_Type,MUKEY,MUSYM,Note,Notes,Shape_Leng,Structure_,Type,aspectD_60,aspectU_60,berm_angle,berm_elev,compare,convD_60,convU_60,id,landform,latitude,longitude,other_dist,other_elev,road_dist,saviD_60,saviU_60,savi_background,slopeD_100,slopeD_200,slopeD_60,slopeU_100,slopeU_200,slopeU_60,slope_100,slope_200,surfclayD_60,surfclayU_60,surfclay_background,surfclaybg,surfsandD_60,surfsandU_60,surfsand_background,surfsandbg,surfsocD_60,surfsocU_60,surfsoc_background,surfsocbg,zD_60,zU_60,.geo
0000000000000000017a,AZ669,,53895,8,TCD,,16.9928730879,,Berm,-67.02587890625,89.99999999999989,-21.235603968751843,824.3527581810496,1,-0.1156341324813835,-0.045025756830175054,0000000000000000017a,0,32.01814115948302,-111.40183206374488,42608.05030923871,827.343017578125,45.97235985332155,0.11313074595606798,0.13685448286553806,0.1235546805101014,-0.449951171875,-0.5171610514322538,0.1505614588499308,0.449951171875,0.5171610514322538,-0.48411051432291663,0.449951171875,0.5171610514322538,20.165706051873205,21.0,21.86327826110284,21.0,52.83429394812681,52.0,49.40207416015385,52.0,1.0,1.0,1.0,1.0,826.9867224570168,827.0295408707916,"{""type"":""LineString"",""coordinates"":[[-111.40191339705375,32.01810955417593],[-111.4017507303799,32.0181727647382]]}"
0000000000000000017c,AZ669,,53806,3,TCD,,137.66137142,,Berm,-130.29355239868164,49.70632294463587,-61.351175043049075,814.3218075880363,0,-0.2304478476778684,-0.4029512887851919,0000000000000000017c,0,32.01886287137238,-111.36414543957554,115.81034294282213,811.859375,58.150710459573276,0.11938896911011344,0.12371912921072109,0.1181370992663085,-3.6846438139872357,-3.422501913516953,1.5120191498059892,3.6846438139872357,3.422501913516953,1.524188522853554,3.6846438139872357,3.422501913516953,21.137334188076338,20.0,22.43337253482899,20.0,50.862665811923655,52.0,49.046039442735626,52.0,1.0,1.0,1.0,1.0,810.7925274188702,812.2072108677455,"{""type"":""LineString"",""coordinates"":[[-111.36455325565336,32.01837021663],[-111.36396166237986,32.01896752133229],[-111.36394095618289,32.019048189040745],[-111.36397330784229,32.01925409517541],[-111.36393141735574,32.0192945195233],[-111.36398966077617,32.01940183011118]]}"
0000000000000000017e,AZ669,,53807,30,TCD,,61.6432218477,,Berm,-99.62438964843749,0.0,83.77430805312628,810.647804465125,0,-0.14977763556303197,-0.2441179633764974,0000000000000000017e,1,32.01831130181118,-111.37629281115481,180.95247921048758,811.6163891299221,229.86151921548822,0.07390773347733876,0.07503222040215937,0.08886283334899577,-0.6246463131536757,-1.2189839680989394,0.4626465834580055,0.6246463131536757,1.2189839680989394,0.19786969374384475,0.6246463131536757,1.2189839680989394,20.0,20.027581534888213,21.888880141430946,20.0,53.0,52.97241846511178,50.484851396769535,53.0,1.0,1.0,1.0,1.0,810.8103922130641,811.1893508498733,"{""type"":""LineString"",""coordinates"":[[-111.37626277673796,32.01803597938094],[-111.37632284575214,32.018586624234324]]}"
00000000000000000182,AZ669,,53807,30,TCD,,52.2127717142,,Berm,-30.529124525645557,-30.529144287109375,86.8776156717953,810.5457566021951,0,0.11662476463836915,0.1848725827805902,00000000000000000182,1,32.02197769710118,-111.3733973536234,68.95828181844298,808.3602397303426,221.42758138408914,0.07959093424819055,0.08240922752736243,0.09280209231542136,-0.789031982421875,-0.4619266252139482,1.191231595570154,0.789031982421875,0.4619266252139482,0.23776186493080334,0.789031982421875,0.4619266252139482,22.81008865026845,23.0,22.496859673079083,23.0,48.63928080908978,48.180671744287686,50.020627947413885,48.208151382823864,1.0,1.0,1.0,1.0,807.6286546943555,808.2824271065848,"{""type"":""LineString"",""coordinates"":[[-111.3734727601979,32.02217763663693],[-111.37333547665555,32.02202578085136],[-111.3734500451343,32.02176122773047]]}"
00000000000000000187,AZ669,,53817,35,TCD,,47.0264891257,,Berm,119.48137581453278,112.9774169921875,4.968013364657272,,0,1.2132016096755183,0.5351507378609118,00000000000000000187,0,32.00321369031736,-111.46761909568721,42611.45309836877,907.4609985351561,22.98801532808637,0.12511610626044956,0.1375926296815542,0.13427029430453485,-4.40312849158579,-5.50868423736398,0.40100692814254063,4.40312849158579,5.50868423736398,2.7849682174464383,4.40312849158579,5.50868423736398,25.017305315203956,26.0,22.323082580939463,26.0,50.96538936959209,49.0,53.460782190625885,49.0,1.9826946847960445,1.0,1.6849703612771962,1.0,906.2272397440088,907.9749571766089,"{""type"":""LineString"",""coordinates"":[[-111.46786620571976,32.00323517039553],[-111.4673719857705,32.00319220976022]]}"
00000000000000000188,AZ669,,53807,30,TCD,,27.3625114932,,Berm,-158.53914833068848,-89.99999999999999,22.065494507734574,811.581887991769,0,2.1495730416921943,0.05026169160816757,00000000000000000188,1,32.0141887583895,-111.37337202771243,42608.950786830945,812.2540283203125,55.88291831994013,0.12061693353185855,0.1348019778287712,0.10447958912839188,-0.8207877183368737,-0.9851107766442624,0.22928728376105786,0.8207877183368737,0.9851107766442624,0.3617028745346336,0.8207877183368737,0.9851107766442624,24.0,23.807993730407517,22.532751657884184,24.0,48.0,48.0,47.95803802590652,48.0,1.0,1.0,1.0,1.0,811.6824749251058,812.1114298502604,"{""type"":""LineString"",""coordinates"":[[-111.37350364394797,32.01424210979118],[-111.37324041163015,32.01413540685193]]}"
00000000000000000189,AZ669,,53855,55,TCD,,117.48803909,,Berm,89.99999999999994,-158.53956222534177,65.399547422798,,1,0.7244660783204961,0.45417229152106764,00000000000000000189,0,32.01283275569476,-111.35107620701503,42609.26020426275,839.6455116856281,36.778921774762004,0.1287454606655269,0.12510770013469114,0.11793905710385286,-2.2974899009383307,-1.3581656429572604,1.0901135529913593,2.2974899009383307,1.3581656429572604,1.3278579832892017,2.2974899009383307,1.3581656429572604,23.0,23.0,23.26810948537138,23.0,53.0,53.0,53.13893970590918,53.0,1.0,1.0,1.0,1.0,838.6808704723011,839.1954885629507,"{""type"":""LineString"",""coordinates"":[[-111.35131980977019,32.01332027660967],[-111.3508961473175,32.01248401733501],[-111.3508693050373,32.01233630946578]]}"
0000000000000000018a,AZ669,,53807,30,TCD,,53.1855812616,,Berm,-108.73966979980466,-35.27690124511719,70.89988520777591,828.2934499192262,0,0.8707460696555336,0.23875576719475888,0000000000000000018a,1,31.99072001494396,-111.38403845530809,21.199294847209803,827.0499877929688,531.1617346754845,0.11294539001258633,0.07234433850543057,0.13187795805752206,-0.5112666551416396,-0.7247648693265774,-0.5414035259385249,0.5112666551416396,0.7247648693265774,0.1270720396462366,0.5112666551416396,0.7247648693265774,25.55022026431718,26.800792864222004,23.514735069968573,26.01698113207547,47.46343612334801,47.06640237859266,48.21147277066179,47.32767295597484,1.0,1.0,1.005291571975085,1.0,826.3063507080078,826.6775606799054,"{""type"":""LineString"",""coordinates"":[[-111.38411823524284,31.99095040355291],[-111.38395867577408,31.99048962628509]]}"
0000000000000000018b,AZ669,,53807,30,TCD,,26.8159820847,,Berm,-2.842170943040401E-14,89.99999999999994,0.7310772734557863,828.2056491641547,0,-1.175076546581848,-0.6642963990682113,0000000000000000018b,1,31.99164463670598,-111.38334343229323,99.15025929287957,825.968505859375,570.3188105685715,0.118001669712895,0.1742537977037309,0.13184563001132069,-1.372461712823565,-1.5437941201379317,0.9723188458800299,1.372461712823565,1.5437941201379317,1.2037176885324166,1.372461712823565,1.5437941201379317,27.288622754491016,27.108938547486034,23.701572714073155,27.0,43.06706586826346,43.33659217877096,48.49932353618255,43.5,1.0,1.0,1.0,1.0,825.5231719862187,826.0830377208688,"{""type"":""LineString"",""coordinates"":[[-111.38348531685313,31.991646447130464],[-111.38320154773893,31.99164282612362]]}"
0000000000000000018c,AZ669,,53807,30,TCD,,67.1414687931,,Berm,-130.30023193359375,-149.47754116595496,62.08951337443959,821.3570489844286,0,0.10194255453989681,0.05119639437082515,0000000000000000018c,1,31.99765781475213,-111.38251514755447,104.84620336357902,822.6388627173196,429.9315836749323,0.10362757066477309,0.18896555250827288,0.12996262855695317,-1.5756253893903247,-1.4554988795210306,0.2618665588619251,1.5756253893903247,1.4554988795210306,0.8053614045013545,1.5756253893903247,1.4554988795210306,22.0,22.0,24.54318203445188,22.0,50.0,50.0,47.55174907990203,50.0,1.0,1.0,1.0,1.0,821.8791489366444,822.5608183762123,"{""type"":""LineString"",""coordinates"":[[-111.38264966214057,31.997936434677523],[-111.38260708290609,31.997806693853214],[-111.38235835158225,31.997386488195406]]}"
0000000000000000018d,AZ669,,53807,30,TCD,,32.4661249391,,Berm,149.47723388671875,2.842170943040401E-14,54.3161228568745,821.3578473593496,0,-0.20731172688438887,-0.40880474565018304,0000000000000000018d,1,31.99836453823924,-111.38176333007489,68.08355014749772,821.5999971516927,450.61828619817925,0.17323638985698836,0.2255179719513757,0.11819885724909639,-1.4861035445430844,-1.3105777602598323,-0.023197972494320613,1.4861035445430844,1.3105777602598323,0.6646283464959879,1.4861035445430844,1.3105777602598323,21.83752977203131,22.0,24.61545730165002,22.0,50.16247022796869,50.0,47.10416779500273,50.0,1.0,1.0,1.0,1.0,821.2478102843218,821.876474609375,"{""type"":""LineString"",""coordinates"":[[-111.3818531851034,31.99848965882381],[-111.38167347529159,31.998239417591343]]}"
0000000000000000018e,AZ669,,53807,30,TCD,,29.7795070345,,Berm,-49.700027465820284,49.69993591308594,76.12000950959856,821.5748999669001,0,-0.1933448143838256,-0.6139270600367114,0000000000000000018e,1,31.998652991066336,-111.38114967794328,49.11164851440571,821.3489990234375,501.3820587318804,0.10248967518937295,0.17372507956225497,0.11612008949909433,-1.5595529141578481,-2.528914582086202,0.6500244140626895,1.5595529141578481,2.528914582086202,0.5956659688577778,1.5595529141578481,2.528914582086202,21.0,21.965447154471555,24.469290842545984,21.0,51.0,50.03455284552848,46.91450600693641,51.0,1.0,1.0,1.0,1.0,820.7518211065151,821.3469199340708,"{""type"":""LineString"",""coordinates"":[[-111.38118174543986,31.99878276395246],[-111.38111761053749,31.998523218172146]]}"
0000000000000000018f,AZ669,,53807,30,TCD,,29.8874848918,,Berm,-2.842170943040401E-14,149.4772171564208,69.4379645095893,821.3570489844286,0,-0.06205788200243009,-0.11053821283159132,0000000000000000018f,1,31.998737289049807,-111.3806665565493,37.23865263871851,820.9030151367188,541.1256076451,0.12045468813769833,0.15110122550347865,0.12013793776645132,-1.2232490627245625,-2.443285885673788,0.3057601100711812,1.2232490627245625,2.443285885673788,0.4891247521339892,1.2232490627245625,2.443285885673788,21.0,21.030430797433542,24.25497234165552,21.0,51.0,50.96956920256644,47.17839332029643,51.0,1.0,1.0,1.0,1.0,820.4250062226978,820.8395329662545,"{""type"":""LineString"",""coordinates"":[[-111.38071437930209,31.998864775661175],[-111.38061873392951,31.998609802420514]]}"
00000000000000000190,AZ669,,53807,30,TCD,,54.7092962163,,Berm,-2.5579538487363607E-13,49.700103759765625,-68.1202143952383,820.9636633174935,1,0.6142360512794488,0.07849651969794544,00000000000000000190,1,31.998742548155757,-111.38018131882329,36.608919684639154,820.4816326861614,587.6452870813779,0.11219858156028367,0.12486317756522662,0.12204203508794552,-0.9857647800561152,-1.2561452116772216,3.068981345102391,0.9857647800561152,1.2561452116772216,0.7161389175261472,0.9857647800561152,1.2561452116772216,21.0,21.00182992465016,23.855223756269506,21.0,51.0,50.99634015069967,47.493136308886406,51.0,1.0,1.0,1.0,1.0,819.6949228140024,820.5427572271595,"{""type"":""LineString"",""coordinates"":[[-111.38009474497619,31.998978589635094],[-111.38021426234124,31.99865131935707],[-111.3802297687434,31.998588577400106],[-111.38028200490841,31.99851229061349]]}"
00000000000000000191,AZ669,,53807,30,TCD,,15.4206251707,,Berm,-149.47700881958008,112.97830200195312,81.1547355371732,820.6385629751109,0,-0.12840981973651097,-0.5611545932143673,00000000000000000191,1,31.999158696363807,-111.38051589868216,36.10269118794587,820.8049926757812,540.8496426706172,0.11000161688921009,0.11127290168693472,0.11820109705998177,-1.4266511036959173,-2.359320377260758,0.8333333333333334,1.4266511036959173,2.359320377260758,0.6398185663679594,1.4266511036959173,2.359320377260758,21.590673575129543,21.071624504724166,24.166173284077026,21.333333333333332,49.81865284974093,50.85675099055166,47.090654682237385,50.333333333333336,1.0,1.0,1.0,1.0,820.3561630264694,820.9181356516581,"{""type"":""LineString"",""coordinates"":[[-111.38052669548752,31.999228076839533],[-111.38050510189314,31.999089315887176]]}"
00000000000000000192,AZ669,,53807,30,TCD,,22.185593611,,Berm,-74.21518707275388,90.0,83.53466445578046,820.6418163158276,0,-0.7873957077233897,-0.33839061932283576,00000000000000000192,1,31.999220901586977,-111.38003137097031,25.894484304263834,820.4210205078125,563.6263945615788,0.08969793415395654,0.11000161688921009,0.1201042607467904,-3.637554510058976,-1.0356115964379455,-0.34450116783659723,3.637554510058976,1.0356115964379455,0.5137270985202728,3.637554510058976,1.0356115964379455,21.75775656324583,21.446778042959423,23.725965598444976,21.68946796959826,49.48448687350837,50.10644391408115,47.54021246982965,49.62106406080348,1.0,1.0,1.0,1.0,819.9480818260836,820.4566818829196,"{""type"":""LineString"",""coordinates"":[[-111.38005934495847,31.999314564344942],[-111.38001702728388,31.999247517365717],[-111.38003753039456,31.9991220649868]]}"
00000000000000000194,AZ669,,53807,30,TCD,,20.8258683914,,Berm,-180.0,-49.69616699218753,-5.969880171888233,828.8609009918297,0,0.1611353327209257,0.7086056955734803,00000000000000000194,1,31.986414681432507,-111.38901745803824,42.341705075818204,830.7769775390625,181.433669938739,0.0851363151256428,0.08807514293493061,0.11816409238877387,-1.7137298583984373,-1.2641216530429915,0.10141612687050382,1.7137298583984373,1.2641216530429915,1.2563326265719372,1.7137298583984373,1.2641216530429915,21.40385084084816,22.0,23.3997258574197,22.0,49.0,49.0,48.67778435985751,49.0,1.0,1.0,1.0738951605518734,1.0,830.0646053406393,830.6997502644857,"{""type"":""LineString"",""coordinates"":[[-111.38912775185668,31.98640314765357],[-111.38890716419208,31.986426215116058]]}"
00000000000000000195,AZ669,,53807,30,TCD,,13.7028000001,,Berm,130.30331420898438,-49.69642639160159,-0.17581022291993612,828.8239340426315,0,-2.3127943550809693,-0.09003872098373436,00000000000000000195,1,31.98736064380758,-111.38940502559252,98.4249597753728,830.0155029296875,119.90097442307356,0.14253664373317385,0.18393999790202456,0.11428481935512605,-0.729339599609375,-1.2329181195486854,-0.023396809895833336,0.729339599609375,1.2329181195486854,0.6177435980902146,0.729339599609375,1.2329181195486854,21.0,21.0,23.24018219422812,21.0,49.0,49.0,48.847592692594255,49.0,1.0,1.0,1.04097235710581,1.0,829.4249785023597,829.839007349498,"{""type"":""LineString"",""coordinates"":[[-111.38933146412263,31.987360869508034],[-111.389478587062,31.987360418064696]]}"
00000000000000000196,AZ669,,53807,30,TCD,,107.303325731,,Berm,112.97879028320318,130.3006803469993,13.477408797863784,821.2684177897988,0,2.112692805786555,0.6977227137436662,00000000000000000196,1,31.996581389758298,-111.37979320477578,50.08821637697664,822.4720676852651,719.2189666577724,0.1164249313994512,0.15472345579329838,0.13180216096178143,-3.185729235241297,-1.4337442546900547,0.2882823321298626,3.185729235241297,1.4337442546900547,2.183519241928972,3.185729235241297,1.4337442546900547,24.619254370730573,25.0,23.2964313056412,25.0,49.198680097255995,49.0,48.77403208871961,49.0,1.0,1.0,1.0,1.0,820.0551684276166,820.056107673993,"{""type"":""LineString"",""coordinates"":[[-111.38033763449894,31.996711867407722],[-111.37924877660187,31.99645090978419]]}"
00000000000000000197,AZ669,,53744,12,TCD,,171.808425296,,Berm,-89.99999999999999,-90.0,68.23074013724235,,0,0.5754168935734592,0.23538228198871644,00000000000000000197,0,31.977404276482844,-111.48819890357281,42617.33355284266,972.0582854648808,83.0229513455817,0.17169322939768333,0.1926294370336875,0.155779477756123,-2.1240271045137433,-1.2776797511695577,0.9600036348886457,2.1240271045137433,1.2776797511695577,1.0095161438221112,2.1240271045137433,1.2776797511695577,23.691563793545548,24.0,21.62186355530732,24.0,51.55419612440017,51.0,54.1133040645238,51.0,2.0,2.0,1.9605914021216575,2.0,970.8675355731475,971.8208277080437,"{""type"":""LineString"",""coordinates"":[[-111.48790606139154,31.976670971850133],[-111.48849175043398,31.978137580443178]]}"
00000000000000000198,AZ669,,53820,36,TCD,,37.8448323993,,Berm,-130.30713159090266,-30.516311645507784,60.10446862380381,874.6790161132812,0,-0.11451457170702992,0.213434442983575,00000000000000000198,0,31.975259829145372,-111.41638717265951,131.67497283000242,872.6500244140625,114.65594581504648,0.11125392744930016,0.12410777118729266,0.11672094268450217,-3.3536783854166288,-3.5852314713654887,0.8299763997395833,3.3536783854166288,3.5852314713654887,1.300876821257475,3.3536783854166288,3.5852314713654887,21.0,22.212522576760982,24.405279131032714,21.0,50.0,50.606261288380495,49.738148733672546,50.0,1.0,1.0,1.0,1.0,871.5114582392717,872.7926311934808,"{""type"":""LineString"",""coordinates"":[[-111.41647454602501,31.975411803230546],[-111.41629979958336,31.975107855000335]]}"
00000000000000000199,AZ669,,53895,8,TCD,,22.56078579,,Berm,-180.0,-130.30714433806162,36.73299502840173,872.6500244140625,0,-0.21992994477100222,0.3122357496791253,00000000000000000199,0,31.975591282909747,-111.41773101000781,130.0590386578566,874.6790161132812,20.564141390605457,0.10909359315028051,0.12346656113969134,0.11766027305484193,-2.935621038999898,-3.237999069256716,1.224948956463739,2.935621038999898,3.237999069256716,1.145944742457156,2.935621038999898,3.237999069256716,23.0,23.0,24.283865229649273,23.0,51.0,51.0,50.27529658627109,51.0,1.0,1.0,1.0,1.0,873.3941658649002,874.6362490136554,"{""type"":""LineString"",""coordinates"":[[-111.4178206272666,31.975658161790857],[-111.41764139287963,31.97552440396566]]}"
0000000000000000019a,AZ669,,53895,8,TCD,,78.9011312323,,Berm,-89.99999999999999,-101.97211456298828,73.20495225275056,850.1386604024168,0,-0.054186959876684045,0.16102110814698828,0000000000000000019a,0,31.984464715299485,-111.4060725410854,100.05200087217958,854.4910278320312,183.92252808693837,0.09900304624757686,0.11260744985673352,0.11158305042668809,-2.804344947477375,-3.1341473703783436,0.9348068205035057,2.804344947477375,3.1341473703783436,1.2505676548882623,2.804344947477375,3.1341473703783436,25.484646092430523,24.886440417690416,24.598961289905013,25.628122109158184,46.48464609243052,46.38214066339065,46.758666549559436,46.628122109158184,1.0,1.0,1.0,1.0,853.5820006811063,854.7305239722842,"{""type"":""LineString"",""coordinates"":[[-111.40617651749436,31.984809208053907],[-111.40596856545727,31.984120222460284]]}"
0000000000000000019b,AZ669,,53895,8,TCD,,69.4895853888,,Berm,-49.695480346679716,-119.48662567138672,71.92877939834204,849.9016971868039,0,0.37647479226373876,0.11912589187024272,0000000000000000019b,0,31.983861194608753,-111.40504530312178,98.28055145873776,853.0910034179688,221.1711148590185,0.105144879028402,0.1476510067114094,0.11110822361180545,-3.5745050751467033,-3.470628373400416,1.5641127585725674,3.5745050751467033,3.470628373400416,1.421439622727879,3.5745050751467033,3.470628373400416,26.0,26.0,24.49313914895723,26.0,47.0,47.0,46.499920065568816,47.0,1.0,1.0,1.0,1.0,851.9760121809687,853.269342542054,"{""type"":""LineString"",""coordinates"":[[-111.40514383383888,31.984163162234044],[-111.40494677305327,31.98355922690732]]}"
