system:index,AREASYMBOL,FA,Fail_Type,MUKEY,MUSYM,Note,Notes,Shape_Leng,Structure_,Type,aspectD_60,aspectU_60,berm_angle,berm_elev,channel_1000m,channel_100m,channel_10m,channel_200m,channel_500m,channel_700m,compare,convD_60,convU_60,id,landform,latitude,longitude,other_dist,other_elev,road_dist,saviD_60,saviU_60,savi_background,slopeD_100,slopeD_200,slopeD_60,slopeU_100,slopeU_200,slopeU_60,slope_100,slope_200,surf_clayD_60,surf_clayU_60,surf_clay_background,surf_claybg,surf_sandD_60,surf_sandU_60,surf_sand_background,surf_sandbg,surfsocD_60,surfsocU_60,surfsoc_background,surfsocbg,zD_60,zU_60,.geo
00000000000000000001,AZ669,2542.184305177111,,53875,68,MLC,,55.2898280765,,Berm,-158.6213035583496,119.58230590820307,34.99788709168492,1034.3588692480848,1.0,0.09369966314124872,0.004330807709523856,0.15068629661213548,0.22667555372586692,0.8721358021061032,0,0.189481208404497,1.070787621994964,00000000000000000001,1,31.624816569963443,-111.47747702987205,152.3049323243147,1033.71732191606,13.030135219103638,0.12439459256763724,0.16668842939531786,0.13597842373106045,-1.1471888182200018,-1.2244827270508267,0.3642403007199846,1.1471888182200018,1.2244827270508267,0.3248670193587107,1.1471888182200018,1.2244827270508267,23.558473577017892,23.0,23.71719917534396,23.0,53.0,53.0,53.71977704228159,53.0,2.0,2.0,1.9113690793192335,2.0,1033.1994527779527,1033.5196573370085,"{""type"":""LineString"",""coordinates"":[[-111.47770289773382,31.62497471146246],[-111.47725116277806,31.624658428066862]]}"
00000000000000000002,AZ669,1971.050509232425,,53875,68,MLC,,87.7563681918,,Berm,-16.36248064627938,-141.941162109375,40.53609281840823,1033.7672796847223,1.0,0.03571640949073221,0.003719019554585533,0.04847422160149279,0.13655101919457693,0.8320719631890993,0,0.11017966714040729,-0.0034315387727735505,00000000000000000002,1,31.626006057851693,-111.47655247854516,154.8938399441677,1033.104990265906,20.60233518086688,0.1222161009218119,0.11998549656520824,0.13331171798820388,-0.9031822458696296,-0.8574445671787316,-0.06721403167868327,0.9031822458696296,0.8574445671787316,0.3010147052411109,0.9031822458696296,0.8574445671787316,25.0,24.81000642352438,24.020671842931282,25.0,53.386295503211976,53.0,53.70553151001529,53.0,2.0,2.0,1.962185731574625,2.0,1032.587651689209,1032.9663944417412,"{""type"":""LineString"",""coordinates"":[[-111.47689816007171,31.62625408763423],[-111.47667785544913,31.62616086202476],[-111.47625681435981,31.625705627558965]]}"
00000000000000000003,AZ669,25.26101093703814,,53875,68,MLC,,103.662873465,,Berm,130.41348144319016,130.41366577148455,45.360548737307845,1031.2194641964938,1.0,0.062447087147468154,0.01407977935340495,0.07209210804804492,0.172046140007408,0.8708298058098316,0,0.47056050394600313,0.23702761016964188,00000000000000000003,1,31.627683235229558,-111.47556028398522,75.64291533832747,1031.906982421875,26.059912097984665,0.11791200000846304,0.12537963818830053,0.12943806023376464,-1.2031147140912708,-0.9913750555103888,0.6150501558848495,1.2031147140912708,0.9913750555103888,0.9591291743845431,1.2031147140912708,0.9913750555103888,24.873541205338437,25.0,24.053839984787235,25.0,53.873541205338455,54.0,53.63519276401184,54.0,2.0,2.0,2.0,2.0,1031.392594950779,1031.8578652312315,"{""type"":""LineString"",""coordinates"":[[-111.47591278669053,31.62804020066619],[-111.47520778398501,31.627326268824593]]}"
00000000000000000004,AZ669,70.87707944229683,,53875,68,MLC,,81.6052790999,,Berm,16.363082885742188,-130.4130644811746,17.063038731786015,1031.0312262536854,1.0,5.366068245769714E-4,9.101458508726016E-5,0.011274431727684352,0.16640499973454065,0.9308611496659004,0,0.00771100508214903,0.15750953457968642,00000000000000000004,1,31.629358058724037,-111.47439110806431,64.48261782440778,1030.6930576155557,23.330797544287122,0.1282112258711967,0.12315948879593873,0.12828140930097545,-1.1162208350056062,-1.1729964065598324,0.4765564202515785,1.1162208350056062,1.1729964065598324,0.8233642578125,1.1162208350056062,1.1729964065598324,25.0,25.0,24.047907268669416,25.0,53.0,53.00435926343481,53.46508069241317,53.0,2.0,2.0,2.0,2.0,1030.2697569211803,1030.6156084130223,"{""type"":""LineString"",""coordinates"":[[-111.4747947711833,31.62948195592459],[-111.4739874460206,31.62923416025362]]}"
00000000000000000006,AZ669,5662.418276651229,,53875,68,MLC,,57.8320089615,,Berm,-102.01683807373045,60.41902160644531,30.23349583322951,1030.5385134088988,1.0,0.051003117376320364,0.005918280384451488,0.09563442719767545,0.1657679186840733,0.7665705620995811,0,0.10151625975671201,-0.07251830100503959,00000000000000000006,1,31.629344650800977,-111.47317670449961,71.28396374588547,1031.0880126953125,68.55433365802416,0.1253225917004668,0.14682518849338771,0.13034780977172034,-1.2172557321723616,-1.3164248709803132,0.7014030189626889,1.2172557321723616,1.3164248709803132,0.9046335448780004,1.2172557321723616,1.3164248709803132,25.391143151390324,25.0,23.893810889037596,25.0,52.608856848609676,53.0,53.66446005230591,53.0,2.0,2.0,2.0,2.0,1030.0997582362736,1030.6896164018565,"{""type"":""LineString"",""coordinates"":[[-111.47342869010824,31.629491506730357],[-111.47292471968656,31.629197794376747]]}"
00000000000000000007,AZ669,3955.454235008019,,53875,68,MLC,,60.7977044348,,Berm,90.0,66.93920898437503,-5.422639321167921,1030.3455711074166,1.0,0.08735234316187904,0.010174690615392194,0.19601792636681506,0.40647122142721437,0.9595657710518726,0,0.11475778698494625,-0.08236491913648405,00000000000000000007,1,31.629931211785934,-111.4738130164146,60.113748957181976,1030.885009765625,26.05956077925678,0.12069387672364065,0.13162467419635102,0.13613948095601924,-1.3465859694824758,-1.1478194145307725,0.7306067853285944,1.3465859694824758,1.1478194145307725,1.2978008582570055,1.3465859694824758,1.1478194145307725,25.0,25.0,24.352170487005218,25.0,53.0,53.0,52.93887739738559,53.0,2.0,2.0,2.0,2.0,1029.7322405133928,1030.3006656529449,"{""type"":""LineString"",""coordinates"":[[-111.47413215125418,31.62990091702347],[-111.47349388136719,31.62996150575467]]}"
00000000000000000009,AZ669,2455.168149513029,,53875,68,MLC,,58.900774791,,Berm,-90.00000000000001,102.01666167415044,-23.187922345596633,1030.2011502046796,1.0,0.033009401495272914,6.909373805034355E-4,0.09448700536663203,0.2903703899049304,1.0,0,-0.16870944633606125,-0.06697387371266604,00000000000000000009,1,31.631431918754696,-111.47328552783311,68.20386580756396,1029.7139892578125,91.20774954278916,0.11630553065381233,0.12314008526553219,0.13005271093199888,-1.0291288734692898,-1.6835274656442607,0.3698326512267158,1.0291288734692898,1.6835274656442607,1.2335207657633873,1.0291288734692898,1.6835274656442607,25.0,25.16781137878011,23.9577156480849,25.0,53.0,53.0,53.42228440466182,53.0,2.0,2.0,2.0,2.0,1028.7441864013672,1029.1206489175054,"{""type"":""LineString"",""coordinates"":[[-111.47354777230524,31.631300372227305],[-111.47348006777607,31.63136780054162],[-111.4729993580305,31.63153528605908]]}"
0000000000000000000b,AZ669,4158.101506060975,,53875,68,MLC,,44.26041189,,Berm,113.05975341796875,21.3804931640625,16.773323159597457,1027.9277709960938,1.0,0.03927178096951059,0.009273258087219467,0.045291035633292544,0.5241291522213248,1.0,0,0.16591209362199474,0.34082203069905403,0000000000000000000b,1,31.633902812830048,-111.47100654093067,113.35865823666161,1026.4599609375,104.23607193004534,0.13202437373053486,0.1387618712627506,0.11568646688982216,-1.2317541233730935,-1.235245632149713,0.3729317066328501,1.2317541233730935,1.235245632149713,1.0683186848958333,1.2317541233730935,1.235245632149713,24.0,24.0,23.573908774338463,24.0,54.583289748953966,54.97970938604529,53.56140255598689,54.84378920953575,2.0,2.0,2.0,2.0,1025.748081752232,1026.222746681588,"{""type"":""LineString"",""coordinates"":[[-111.47122672290345,31.63396917760513],[-111.4707863592721,31.633836447677123]]}"
0000000000000000000c,AZ669,1363.3676952484984,,53875,68,MLC,,34.9514527978,,Berm,-122.56054687500001,-21.38055419921875,9.076560023476608,1026.8885056033673,1.0,0.09946745676095585,0.00911005251601803,0.10012230197352374,0.5466609314210138,0.9966535483622448,0,0.2487698438365473,0.13885874549259933,0000000000000000000c,1,31.634312486092462,-111.46979051618973,68.15925077316048,1025.7969970703125,46.06617248056623,0.12384394982800664,0.12701240510274264,0.11880496432017293,-1.2877268729816933,-1.3659715458526307,0.5541199268035749,1.2877268729816933,1.3659715458526307,1.248698776821584,1.2877268729816933,1.3659715458526307,24.64357887874836,24.0,23.609838891403353,24.0,54.0,54.0,53.49947998420689,54.0,2.0,2.0,2.0,2.0,1025.0801391601562,1025.6444396102713,"{""type"":""LineString"",""coordinates"":[[-111.4699722536622,31.634327601383593],[-111.4697471299405,31.63431947288907],[-111.46961602270594,31.634270691893978]]}"
0000000000000000000d,AZ669,2397.644111367697,,53875,68,MLC,,80.565971075,,Berm,-62.94026184082031,-141.93845877558152,21.238435533731238,1026.8336129753914,1.0,0.15738563709111886,0.017183389971411226,0.2811326980984197,0.7684089618256158,1.0,0,0.02851733540719731,0.07044372046405212,0000000000000000000d,1,31.635128560097375,-111.47015948996653,84.16495658236076,1025.443675930217,127.12255974148513,0.13645714285714286,0.1303970366940618,0.12599127364037593,-0.9189019328855466,-1.9143942043361906,0.13651237984352824,0.9189019328855466,1.9143942043361906,1.0770143793653613,0.9189019328855466,1.9143942043361906,25.0,24.941056295399513,24.234437941357992,25.0,54.0,54.0,52.69412770764353,54.0,2.0,2.0,2.0,2.0,1024.9315102353478,1025.269462382817,"{""type"":""LineString"",""coordinates"":[[-111.47054760465014,31.635279398635927],[-111.46977137654186,31.63497772038477]]}"
