system:index,AREASYMBOL,FA_30_max,FA_30_mean,FA_60_max,FA_60_mean,Fail_Type,MUKEY,MUSYM,Note,Notes,Shape_Leng,Structure_,Type,aspectD_60,aspectU_60,berm_angle,berm_elev,channel_1000m,channel_100m,channel_10m,channel_200m,channel_500m,channel_700m,compare,convD_60,convU_60,id,landform,latitude,longitude,other_dist,other_elev,road_dist,saviD_60,saviU_60,savi_background,slopeD_100,slopeD_200,slopeD_60,slopeU_100,slopeU_200,slopeU_60,slope_100,slope_200,surf_clayD_60,surf_clayU_60,surf_clay_background,surf_claybg,surf_sandD_60,surf_sandU_60,surf_sand_background,surf_sandbg,surfsocD_60,surfsocU_60,surfsoc_background,surfsocbg,zD_60,zU_60,.geo
000000000000000001ee,AZ669,82.0,108.88950163398694,63679.0,3358.667114210232,,53793,27,TCD,,34.7211182726,,Berm,130.36062622070312,-49.63946736990903,-78.78537153633621,1022.3376890696347,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.4058241519165875,-0.251343480393496,000000000000000001ee,0,31.80128967577738,-111.48437599725001,121.29269270883138,1019.176025390625,196.78258619722618,0.11834350118912207,0.1624375624375625,0.14785678447002024,-2.4057770976870643,-2.404510498046875,1.1898067853540322,2.4057770976870643,2.404510498046875,1.1471848260790314,2.4057770976870643,2.404510498046875,28.086516853932583,26.994060041740248,26.23796183839569,27.5,43.60898876404495,44.337293305506506,46.62003951352748,44.0,1.0,1.0,1.0,1.0,1017.7748077392578,1019.5012871809066,"{""type"":""LineString"",""coordinates"":[[-111.48440665382401,31.8011350557017],[-111.48434534057341,31.80144429584569]]}"
000000000000000001f2,AZ669,97.0,20.311419753086426,1569.0,61.57283609411173,,53793,27,TCD,,60.9695475062,,Berm,-89.99999999999997,-49.64141845703125,-73.32844130954281,1017.4229890796247,0.0,0.0,0.0,0.0,0.0,0.0,1,0.05293187057839025,0.17717378339637138,000000000000000001f2,0,31.807724220877045,-111.48577569260755,97.38821599714505,1019.6665997540509,465.2282335781837,0.11285682673157774,0.14830508474576273,0.14985492695005145,-3.5171842275129843,-3.6339662149524656,1.4002990975577252,3.5171842275129843,3.6339662149524656,1.3850934065773874,3.5171842275129843,3.6339662149524656,25.75440818314661,26.005262644966372,26.977040342207097,26.13438520130576,48.05806137359961,48.984212065100856,49.01557229387317,48.5968443960827,1.0,1.0,1.3265410951386543,1.0,1018.7303727359671,1020.0982730819519,"{""type"":""LineString"",""coordinates"":[[-111.4858555819989,31.807457453832708],[-111.4856958027548,31.807990987871477]]}"
000000000000000001f3,AZ669,948.0,88.56337433104873,960.0,96.46386911074086,,53793,27,TCD,,71.3539384089,,Berm,-113.02132544974035,-180.0,75.1686475981749,1019.5990459247178,0.0,0.0,0.0,0.0,0.0,0.0,0,0.023597445796284863,0.1931828374728173,000000000000000001f3,0,31.806847846914888,-111.48644351337879,85.93984365177936,1020.552001953125,390.7449072605411,0.11414790996784561,0.20353933207589042,0.15083232546915057,-3.745251464843591,-3.77794453684578,1.6128243799856061,3.745251464843591,3.77794453684578,1.5060228856776803,3.745251464843591,3.77794453684578,27.0,27.0,26.98775253398236,27.0,46.0,46.0,48.87363828698651,46.0,1.0,1.0,1.4100363676590577,1.0,1019.5038528143141,1021.0358606519353,"{""type"":""LineString"",""coordinates"":[[-111.48653576770936,31.807159284429257],[-111.48642381134933,31.806810400543423],[-111.4863699158833,31.806532948408456]]}"
000000000000000001f6,AZ669,492.0,25.100718040774463,511.0,37.11487809960407,,53793,27,TCD,,39.6526755888,,Berm,-90.00000000000001,-90.0,54.88923533168737,1043.656744860332,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.211754192202559,-0.5667574299441318,000000000000000001f6,0,31.810124986823162,-111.49613015047129,88.55872553244143,1038.845947265625,281.0064085097262,0.1466933867735471,0.1652485445588894,0.14152214764044477,-4.790266642544566,-4.548787738228839,1.6990262968045047,4.790266642544566,4.548787738228839,2.4705735352843776,4.790266642544566,4.548787738228839,27.45830353311401,28.0,27.250131109333726,28.0,47.54169646688599,47.0,48.80728415408764,47.0,1.0,1.0,1.4855431241335522,1.0,1037.6987751624988,1039.229718017578,"{""type"":""LineString"",""coordinates"":[[-111.49602181756526,31.809970905929553],[-111.49623848373874,31.810279067625032]]}"
00000000000000000205,AZ669,86.0,9.369318748545401,360.0,18.102810545071456,,53806,3,TCD,,120.213018968,,Berm,-49.63929431333651,90.0,-23.41166652895275,933.7591274729083,1.0,0.46387664972651205,0.05605686741981715,0.6969141216808868,0.9509447544165236,1.0,0,-0.13771875180110804,-0.2749884770307466,00000000000000000205,1,31.80043078989449,-111.4020822355468,210.2964310579778,934.5276951891309,55.230867827568375,0.16872357300984595,0.16072455050211443,0.15902650390724346,-1.2324172824429525,-0.6503343558748043,0.5739613262886678,1.2324172824429525,0.6503343558748043,0.7040463614653921,1.2324172824429525,0.6503343558748043,29.216415551575185,28.67717116357503,28.113222840622473,28.90245924288477,42.78358444842482,43.32282883642495,45.358736268881245,43.09754075711523,1.0,1.0,1.0,1.0,933.8161596164014,934.3864719961665,"{""type"":""LineString"",""coordinates"":[[-111.40265590390095,31.800219661635868],[-111.4025460372245,31.80027822805344],[-111.40235733918816,31.80029673809284],[-111.401865258256,31.800490862810292],[-111.40169801910756,31.80062126371662],[-111.40154105405243,31.80070236978395]]}"
0000000000000000020a,AZ669,241.0,23.552362103089237,252.0,26.754083083241195,,53738,1,TCD,,82.3076178793,,Berm,-105.81815338134764,-130.3627236565009,57.699843713501515,1016.5825225655026,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4024532956839055,0.2994170496322169,0000000000000000020a,0,31.794430478488522,-111.47979936348493,189.19616589542716,1021.3653529056562,94.7757703616462,0.1574992332072385,0.1776315789473684,0.14797229736742143,-4.08967910274373,-4.133110240214023,1.6157343494567538,4.08967910274373,4.133110240214023,1.7751454804558382,4.08967910274373,4.133110240214023,24.927145930707024,25.0,25.729279176843427,25.0,48.16232658209065,48.0,47.56973647293701,48.0,1.0,1.0,1.0,1.0,1020.0113939055071,1021.4030985018102,"{""type"":""LineString"",""coordinates"":[[-111.48000554500112,31.794756622109563],[-111.4795931834238,31.79410433453524]]}"
0000000000000000020b,AZ669,306.0,42.23202699195432,312.0,29.003995733063334,,53738,1,TCD,,60.2789239684,,Berm,-74.18188084420606,-89.99999999999999,49.432112829357195,1021.2678303737997,0.0,0.0,0.0,0.0,0.0,0.0,0,0.264302856465643,0.3959135789089104,0000000000000000020b,0,31.794870039606813,-111.47723493579117,132.465166293319,1016.3574771521224,163.89591295630925,0.156074578989575,0.1636107927909157,0.14933908798634968,-3.930667324262231,-3.9881490071613257,1.6049806968464964,3.930667324262231,3.9881490071613257,1.959603199640393,3.930667324262231,3.9881490071613257,23.88096419006051,23.99692368760543,24.368598015216428,23.831704668838224,49.124789207419894,50.0,49.40332035273294,49.6769815418024,1.0,1.0,1.0,1.0,1015.0423885988283,1016.707285563151,"{""type"":""LineString"",""coordinates"":[[-111.47742220485834,31.795088777518192],[-111.47704766761039,31.794651301421332]]}"
00000000000000000246,AZ669,998.0,128.79873208379271,1116.0,112.34525982989713,,53902,85,TCD,,194.393870625,,Berm,-8.526512829121202E-14,-21.41524255329159,-21.974731045208262,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7960278479970009,0.4456226981518718,00000000000000000246,0,31.79858190432236,-111.22778037380402,42657.942931564765,1182.9102565320188,720.4237528052201,0.11928690368832744,0.13494408771159286,0.14987399271027554,-5.732054682882563,-4.885155312060533,3.1491862393412853,5.732054682882563,4.885155312060533,2.370378784676177,5.732054682882563,4.885155312060533,24.565961398156137,24.977781462444025,25.119660621256177,24.708166463520815,54.21701930092196,53.56799867352013,54.198740927999104,54.145916768239616,1.0,1.0,1.2332201437706027,1.0,1181.5547303554877,1183.6011449841485,"{""type"":""LineString"",""coordinates"":[[-111.22873333061604,31.798281855433682],[-111.22772187014202,31.798521024738207],[-111.22690505862265,31.799019587496872]]}"
00000000000000000267,AZ669,509.0,72.94430346517328,31051.0,266.09183412261626,,53806,3,TCD,,79.9833414859,,Berm,-90.00000000000004,-49.66179594395274,-89.82583215015417,894.4667734170439,1.0,0.10679264425886834,0.0066831871866520716,0.27298480871364855,0.7333623838489165,0.9936161021423658,1,-0.25849157692109276,-0.34460934676192473,00000000000000000267,1,31.874414281559858,-111.40528701097912,133.1396991922308,896.5449829101562,150.91615435750123,0.115641007928242,0.12001338851424123,0.13378559811875282,-0.9986964047544687,-0.6269843145619234,0.30592349485630166,0.9986964047544687,0.6269843145619234,0.22965351905440912,0.9986964047544687,0.6269843145619234,26.839827506545518,26.84014784014783,25.975496521082004,26.78664426711466,48.0,48.0,47.39752932351911,48.0,1.0,1.0,1.0,1.0,894.2748253815126,894.847452311721,"{""type"":""LineString"",""coordinates"":[[-111.40525955508758,31.874055023831744],[-111.40531475946757,31.87467733581796],[-111.40525740416818,31.87476260691442]]}"
0000000000000000026d,AZ669,75453.0,6421.747622067218,75460.0,4984.613627971159,,53806,3,TCD,,49.1853678492,,Berm,90.0,-30.470138549804688,4.8521832676378995,934.2655879429409,0.7762975008942816,0.0,0.0,0.0,0.0658759145765987,0.214005974199799,0,0.22736670547194976,-0.040687205248558594,0000000000000000026d,1,31.80551995278536,-111.39685103861477,54.8173457345886,933.4240112304688,672.461807834174,0.18815393866506314,0.2895992965707826,0.11809983237026297,-1.7474045166429732,-1.7951918205936293,0.8279571044353892,1.7474045166429732,1.7951918205936293,0.21178497910966598,1.7474045166429732,1.7951918205936293,30.0,28.0,27.774745770766014,30.0,44.0,44.0,46.30745765486078,44.0,1.0,1.0,1.4080893999873272,1.0,932.8550545590027,933.6523657754806,"{""type"":""LineString"",""coordinates"":[[-111.39710960521626,31.80551709570921],[-111.39680030092924,31.805540452109206],[-111.39660073933021,31.805473898283328]]}"
0000000000000000026e,AZ669,313.0,50.155794165316046,325.0,331.2031354307988,,53806,3,TCD,,35.4540187165,,Berm,130.35906172823167,119.53411865234375,49.48546417302223,933.7776136618714,0.8956408990062859,0.0,0.0,0.006986121028545396,0.43820516780298807,0.47866931901756965,0,0.3293593964662765,0.3671108584222689,0000000000000000026e,1,31.806059945052347,-111.3982341792395,96.94866948694164,932.8150024414062,555.0835551140827,0.2905124653739612,0.1529182879377432,0.1300076173586339,-0.6062136563389231,-0.586419916948671,0.22213287725378453,0.6062136563389231,0.586419916948671,0.21763432021941753,0.6062136563389231,0.586419916948671,29.438912596807338,29.0,28.51249988532214,29.0,44.56108740319267,45.0,45.807090454827666,45.0,1.0,1.0,1.3615410256175018,1.0,932.1583537724665,932.580604915338,"{""type"":""LineString"",""coordinates"":[[-111.39834486255069,31.806189471774655],[-111.39812349623863,31.805930418234272]]}"
0000000000000000026f,AZ669,75451.0,4747.219816410903,75456.0,4146.594318206863,,53806,3,TCD,,32.6760113955,,Berm,-158.58334159851074,-49.64059373779011,-21.20885765309306,934.1686004051796,0.843113418218647,0.0,0.0,0.0,0.19472569200320863,0.3131800400784225,0,-0.08614052247546156,-0.37373054291334146,0000000000000000026f,1,31.805352343975148,-111.39752318661813,45.89807501848621,933.0964380675008,600.086287015979,0.2735916756368856,0.20044500953591865,0.1262071828066873,-2.0183195863545507,-1.8577276907305418,0.5207650320871456,2.0183195863545507,1.8577276907305418,1.0247468369275718,2.0183195863545507,1.8577276907305418,29.95783030096923,28.0,28.137855366384677,28.0,44.01122258119367,44.0,45.857724911806855,44.0,1.0,1.0,1.3835711476100347,1.0,932.8948157516297,933.5584688700601,"{""type"":""LineString"",""coordinates"":[[-111.39768024938013,31.805291395272192],[-111.39736612364891,31.805413292485255]]}"
00000000000000000270,AZ669,738.0,70.35676951610186,747.0,51.12436200672227,,53807,30,TCD,,85.0605996626,,Berm,-130.3605040177645,-180.0,63.21291506373919,934.3552511325058,1.0,0.4259915323521779,0.04130814336324956,0.7292021712853641,0.9878950710570474,1.0,1,-0.05705567599748158,-0.11013337824765733,00000000000000000270,1,31.801619021139764,-111.4041119148613,207.03668091265388,932.3078887702883,128.87119818184425,0.14693877551020407,0.1640956002172732,0.16113158056310026,-1.3670776776402818,-1.0949358258928328,0.24324959910321317,1.3670776776402818,1.0949358258928328,0.3852312940017555,1.3670776776402818,1.0949358258928328,28.561509651397294,28.0,28.351513847598195,28.58828250401284,43.892538173437046,44.0,45.63125032597925,43.41171749598716,1.0,1.0,1.0,1.0,931.996462671088,932.4958637516673,"{""type"":""LineString"",""coordinates"":[[-111.40393471676907,31.80126803051858],[-111.40428911429971,31.8019700115155]]}"
0000000000000000027f,AZ669,138.0,14.997870423458101,152.0,12.349878356310468,,53806,3,TCD,,156.382477531,,Berm,-130.36020278930664,74.18308366332056,57.46150684670107,933.7343565072588,0.9900870921104848,0.008651043313384304,0.0,0.07975547034712065,0.5741605786000903,0.7672840264832074,0,0.26992404546198107,0.3853522192925675,0000000000000000027f,1,31.802722690898484,-111.39660409514553,171.4653037351327,936.3627155095882,637.5442223682672,0.21205489175440675,0.14758864439630603,0.14356965540478303,-0.1710992962500768,-0.39860568569247334,-0.4417423449507396,0.1710992962500768,0.39860568569247334,-0.20244506825993844,0.1710992962500768,0.39860568569247334,28.0,28.0,28.177238133837715,28.0,44.825216648358364,45.0,45.955845267044964,45.0,1.0,1.0,1.119398098111622,1.0,935.8784406431229,935.9928015995622,"{""type"":""LineString"",""coordinates"":[[-111.39702682323045,31.80332742529285],[-111.39624597960679,31.80221921914846],[-111.3962454826993,31.80210278272604]]}"
000000000000000002bc,AZ669,1388.0,191.5873129009266,1415.0,115.86565654994325,,53806,3,MLC;042919,,85.9066529971,,Berm,-90.00000000000001,-90.00000000000003,88.9039668097336,934.4544354000609,1.0,0.0,0.0,0.10604727320385153,0.9383681604572438,0.9964784237499597,1,-0.25454624997731373,-0.3425102946589484,000000000000000002bc,1,31.80360918171153,-111.40009801421218,270.88068396093826,934.0969703181548,301.52435897684364,0.16215743440233235,0.16352675207234363,0.15383731615583435,-0.7258759874005136,-0.7773330106970775,0.6761155603876053,0.7258759874005136,0.7773330106970775,0.5113421626723872,0.7258759874005136,0.7773330106970775,29.794992295839748,28.0,29.306096016774365,29.792264752791066,44.79499229583974,44.0,44.67217358449463,44.79226475279106,1.0,1.0,1.0,1.0,933.5273955303053,933.6366287490068,"{""type"":""LineString"",""coordinates"":[[-111.40001027933098,31.80323747489631],[-111.40015913622204,31.80370723714137],[-111.40013887449832,31.803873000938776],[-111.40002381582262,31.803945016639304]]}"
000000000000000002bd,AZ669,2236.0,178.41496098609076,2274.0,138.2834994250671,,53807,30,MLC;042919,,51.5176428118,,Berm,-49.64244079589844,-8.526512829121202E-14,13.260608865921073,926.9014313046293,1.0,0.2020629001702594,0.020688952303302064,0.42483453634205387,0.8742152466367712,1.0,0,0.10008539085033283,0.032348437007875715,000000000000000002bd,1,31.810831820058134,-111.40597970633178,37.12187366223336,927.3011990307488,294.11655955721693,0.19524759056164837,0.12740141557128415,0.14119500445426908,-1.265418907264575,-1.424740866802324,0.3863884263385368,1.265418907264575,1.424740866802324,0.8183273779337696,1.265418907264575,1.424740866802324,28.0,27.82757440985288,27.696843074565688,28.0,47.0,47.0,46.666727016684845,47.0,1.0,1.0,1.0,1.0,926.8223141925617,927.2218195319512,"{""type"":""LineString"",""coordinates"":[[-111.4062421988424,31.810893679829093],[-111.40571721417274,31.810769959748495]]}"
000000000000000002be,AZ669,123.0,44.41579462470828,2022.0,110.18365040931621,,53807,30,MLC;042919,,26.729271943,,Berm,21.417648315429744,-113.0206527709961,11.644160780173713,926.9336705415145,1.0,0.2158426558997767,0.021863660366330133,0.4500068359215761,0.8675098054709957,1.0,0,-0.01726868354496683,0.2260340111911363,000000000000000002be,1,31.8102729397055,-111.4063941919397,44.54995473504086,927.7760009765625,276.1843529319177,0.13064190164565492,0.15906932573599242,0.14507864789407465,-1.4207441616902088,-1.404510498046875,0.552922001591393,1.4207441616902088,1.404510498046875,0.6619759209689846,1.4207441616902088,1.404510498046875,27.345143312101904,27.00079538675682,27.69116594743383,27.192968750000002,47.0,47.0,46.534066927852436,47.0,1.0,1.0,1.0,1.0,927.1931009946031,927.7518651962956,"{""type"":""LineString"",""coordinates"":[[-111.40653329418271,31.810301604959186],[-111.40625508978302,31.810244274300523]]}"
000000000000000002bf,AZ669,920.0,124.03264298450142,3058.0,174.06985754227128,,53807,30,MLC;042919,,115.556170596,,Berm,66.97989814893575,-5.684341886080802E-14,-6.893951104212823,927.2059936523439,1.0,0.14681956466830426,0.015448313449161134,0.32459930516248897,0.7252300551960126,0.9708030376387374,0,0.06641335738719893,0.040978239734894964,000000000000000002bf,1,31.81230059407292,-111.40646603688535,60.72220795307339,926.534382779292,189.75688890660126,0.1760691236573097,0.1657242770988296,0.1372480578812247,-0.4680790494285247,-0.4686173614684322,0.15151377518748177,0.4680790494285247,0.4686173614684322,0.32774302184085025,0.4680790494285247,0.4686173614684322,26.694101433296588,26.621081051297583,27.644683561005643,26.64415294445995,46.22359426681366,46.68218634635516,46.3020613032391,46.4233882221602,1.0,1.0,1.0,1.0,926.3452028547015,926.5189419160614,"{""type"":""LineString"",""coordinates"":[[-111.40704497893176,31.81217640859989],[-111.40655797206352,31.812343664900887],[-111.40586558750346,31.81231900431097]]}"
